id,original_text,gold,system,output,semantic_group,reading_style,ambiguity_cluster,automatic_mismatch_type,manual_review_needed,note
money_018,Mức lương đề xuất là 25tr/tháng.,Mức lương đề xuất là hai mươi lăm triệu đồng mỗi tháng.,vietnormalizer,mức lương đề xuất là 25tr/tháng.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
money_018,Mức lương đề xuất là 25tr/tháng.,Mức lương đề xuất là hai mươi lăm triệu đồng mỗi tháng.,soe_vinorm,Mức lương đề xuất là hai mươi lăm tê rờ trên tháng .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
money_019,"Căn hộ được rao giá 1,2 tỉ đồng.",Căn hộ được rao giá một phẩy hai tỷ đồng.,current_rule,"Căn hộ được rao giá 1,2 tỉ đồng.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
money_019,"Căn hộ được rao giá 1,2 tỉ đồng.",Căn hộ được rao giá một phẩy hai tỷ đồng.,num2words_vi,"Căn hộ được rao giá một,hai tỉ đồng.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
money_019,"Căn hộ được rao giá 1,2 tỉ đồng.",Căn hộ được rao giá một phẩy hai tỷ đồng.,vietnormalizer,căn hộ được rao giá một phẩy hai tỉ đồng.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
money_019,"Căn hộ được rao giá 1,2 tỉ đồng.",Căn hộ được rao giá một phẩy hai tỷ đồng.,soe_vinorm,Căn hộ được rao giá một phẩy hai tỉ đồng .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
money_020,Mỗi người được hoàn lại 35.500₫.,Mỗi người được hoàn lại ba mươi lăm nghìn năm trăm đồng.,current_rule,Mỗi người được hoàn lại ba mươi lăm nghìn năm trăm đồng.,,,cluster_unknown,exact,False,
money_020,Mỗi người được hoàn lại 35.500₫.,Mỗi người được hoàn lại ba mươi lăm nghìn năm trăm đồng.,num2words_vi,Mỗi người được hoàn lại ba mươi lăm.năm trăm₫.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
money_020,Mỗi người được hoàn lại 35.500₫.,Mỗi người được hoàn lại ba mươi lăm nghìn năm trăm đồng.,vietnormalizer,mỗi người được hoàn lại ba mươi lăm.năm trăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
money_020,Mỗi người được hoàn lại 35.500₫.,Mỗi người được hoàn lại ba mươi lăm nghìn năm trăm đồng.,soe_vinorm,Mỗi người được hoàn lại ba mươi lăm nghìn năm trăm đồng .,,,cluster_unknown,formatting_only,False,
percent_ratio_001,"Doanh thu tăng 6,5%.",Doanh thu tăng sáu phẩy năm phần trăm.,current_rule,"Doanh thu tăng 6,5%.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_001,"Doanh thu tăng 6,5%.",Doanh thu tăng sáu phẩy năm phần trăm.,num2words_vi,"Doanh thu tăng sáu,năm%.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_001,"Doanh thu tăng 6,5%.",Doanh thu tăng sáu phẩy năm phần trăm.,vietnormalizer,doanh thu tăng sáu phẩy năm phần trăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_001,"Doanh thu tăng 6,5%.",Doanh thu tăng sáu phẩy năm phần trăm.,soe_vinorm,Doanh thu tăng sáu phẩy năm phần trăm .,,,cluster_unknown,formatting_only,False,
percent_ratio_002,"Lãi suất chỉ là 0,05%.",Lãi suất chỉ là không phẩy không năm phần trăm.,current_rule,"Lãi suất chỉ là 0,05%.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_002,"Lãi suất chỉ là 0,05%.",Lãi suất chỉ là không phẩy không năm phần trăm.,num2words_vi,"Lãi suất chỉ là không,năm%.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_002,"Lãi suất chỉ là 0,05%.",Lãi suất chỉ là không phẩy không năm phần trăm.,vietnormalizer,lãi suất chỉ là không phẩy năm phần trăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_002,"Lãi suất chỉ là 0,05%.",Lãi suất chỉ là không phẩy không năm phần trăm.,soe_vinorm,Lãi suất chỉ là không phẩy không năm phần trăm .,,,cluster_unknown,formatting_only,False,
percent_ratio_003,Pin đã sạc đến 100%.,Pin đã sạc đến một trăm phần trăm.,current_rule,Pin đã sạc đến 100%.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_003,Pin đã sạc đến 100%.,Pin đã sạc đến một trăm phần trăm.,num2words_vi,Pin đã sạc đến một trăm%.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_003,Pin đã sạc đến 100%.,Pin đã sạc đến một trăm phần trăm.,vietnormalizer,pin đã sạc đến một trăm phần trăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_003,Pin đã sạc đến 100%.,Pin đã sạc đến một trăm phần trăm.,soe_vinorm,Pin đã sạc đến một trăm phần trăm .,,,cluster_unknown,formatting_only,False,
percent_ratio_004,"Cổ phiếu giảm -2,3%.",Cổ phiếu giảm âm hai phẩy ba phần trăm.,current_rule,"Cổ phiếu giảm -2,3%.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_004,"Cổ phiếu giảm -2,3%.",Cổ phiếu giảm âm hai phẩy ba phần trăm.,num2words_vi,"Cổ phiếu giảm -hai,ba%.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_004,"Cổ phiếu giảm -2,3%.",Cổ phiếu giảm âm hai phẩy ba phần trăm.,vietnormalizer,cổ phiếu giảm -hai phẩy ba phần trăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_004,"Cổ phiếu giảm -2,3%.",Cổ phiếu giảm âm hai phẩy ba phần trăm.,soe_vinorm,Cổ phiếu giảm trừ hai phẩy ba phần trăm .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_005,Chỉ số thay đổi +4%.,Chỉ số thay đổi dương bốn phần trăm.,current_rule,Chỉ số thay đổi +4%.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_005,Chỉ số thay đổi +4%.,Chỉ số thay đổi dương bốn phần trăm.,num2words_vi,Chỉ số thay đổi +bốn%.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_005,Chỉ số thay đổi +4%.,Chỉ số thay đổi dương bốn phần trăm.,vietnormalizer,chỉ số thay đổi +bốn phần trăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_005,Chỉ số thay đổi +4%.,Chỉ số thay đổi dương bốn phần trăm.,soe_vinorm,Chỉ số thay đổi cộng bốn phần trăm .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_006,Tỷ lệ lỗi nằm trong khoảng 3-5%.,Tỷ lệ lỗi nằm trong khoảng ba đến năm phần trăm.,current_rule,Tỷ lệ lỗi nằm trong khoảng 3-5%.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_006,Tỷ lệ lỗi nằm trong khoảng 3-5%.,Tỷ lệ lỗi nằm trong khoảng ba đến năm phần trăm.,num2words_vi,Tỷ lệ lỗi nằm trong khoảng ba-năm%.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_006,Tỷ lệ lỗi nằm trong khoảng 3-5%.,Tỷ lệ lỗi nằm trong khoảng ba đến năm phần trăm.,vietnormalizer,tỷ lệ lỗi nằm trong khoảng ba đến năm phần trăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_006,Tỷ lệ lỗi nằm trong khoảng 3-5%.,Tỷ lệ lỗi nằm trong khoảng ba đến năm phần trăm.,soe_vinorm,Tỷ lệ lỗi nằm trong khoảng ba đến năm phần trăm .,,,cluster_unknown,formatting_only,False,
percent_ratio_007,Màn hình có tỷ lệ 16:9.,Màn hình có tỷ lệ mười sáu trên chín.,current_rule,Màn hình có tỷ lệ 16:9.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_007,Màn hình có tỷ lệ 16:9.,Màn hình có tỷ lệ mười sáu trên chín.,num2words_vi,Màn hình có tỷ lệ mười sáu:chín.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_007,Màn hình có tỷ lệ 16:9.,Màn hình có tỷ lệ mười sáu trên chín.,vietnormalizer,màn hình có tỷ lệ mười sáu:chín.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_007,Màn hình có tỷ lệ 16:9.,Màn hình có tỷ lệ mười sáu trên chín.,soe_vinorm,Màn hình có tỷ lệ mười sáu chín .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_008,Hai đội đang hòa với tỷ số 1:1.,Hai đội đang hòa với tỷ số một đều.,current_rule,Hai đội đang hòa với tỷ số 1:1.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_008,Hai đội đang hòa với tỷ số 1:1.,Hai đội đang hòa với tỷ số một đều.,num2words_vi,Hai đội đang hòa với tỷ số một:một.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_008,Hai đội đang hòa với tỷ số 1:1.,Hai đội đang hòa với tỷ số một đều.,vietnormalizer,hai đội đang hòa với tỷ số nhất:một.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_008,Hai đội đang hòa với tỷ số 1:1.,Hai đội đang hòa với tỷ số một đều.,soe_vinorm,Hai đội đang hòa với tỷ số một một .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_009,Bản đồ dùng tỷ lệ 1:100.,Bản đồ dùng tỷ lệ một trên một trăm.,current_rule,Bản đồ dùng tỷ lệ 1:100.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_009,Bản đồ dùng tỷ lệ 1:100.,Bản đồ dùng tỷ lệ một trên một trăm.,num2words_vi,Bản đồ dùng tỷ lệ một:một trăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_009,Bản đồ dùng tỷ lệ 1:100.,Bản đồ dùng tỷ lệ một trên một trăm.,vietnormalizer,bản đồ dùng tỷ lệ một giờ mười phút0.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_009,Bản đồ dùng tỷ lệ 1:100.,Bản đồ dùng tỷ lệ một trên một trăm.,soe_vinorm,Bản đồ dùng tỷ lệ một một trăm .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_010,Huyết áp của bệnh nhân là 120/80.,Huyết áp của bệnh nhân là một trăm hai mươi trên tám mươi.,current_rule,Huyết áp của bệnh nhân là 120/80.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_010,Huyết áp của bệnh nhân là 120/80.,Huyết áp của bệnh nhân là một trăm hai mươi trên tám mươi.,num2words_vi,Huyết áp của bệnh nhân là một trăm hai mươi/tám mươi.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_010,Huyết áp của bệnh nhân là 120/80.,Huyết áp của bệnh nhân là một trăm hai mươi trên tám mươi.,vietnormalizer,huyết áp của bệnh nhân là một trăm hai mươi trên tám mươi.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_010,Huyết áp của bệnh nhân là 120/80.,Huyết áp của bệnh nhân là một trăm hai mươi trên tám mươi.,soe_vinorm,Huyết áp của bệnh nhân là một trăm hai mươi trên tám mươi .,,,cluster_unknown,formatting_only,False,
percent_ratio_011,Thị lực của cô ấy đạt 10/10.,Thị lực của cô ấy đạt mười trên mười.,current_rule,Thị lực của cô ấy đạt 10/10.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_011,Thị lực của cô ấy đạt 10/10.,Thị lực của cô ấy đạt mười trên mười.,num2words_vi,Thị lực của cô ấy đạt mười/mười.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_011,Thị lực của cô ấy đạt 10/10.,Thị lực của cô ấy đạt mười trên mười.,vietnormalizer,thị lực của cô ấy đạt mười tháng mười.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_011,Thị lực của cô ấy đạt 10/10.,Thị lực của cô ấy đạt mười trên mười.,soe_vinorm,Thị lực của cô ấy đạt mười tháng mười .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_012,"Tỷ lệ P/E hiện là 15,2.",Tỷ lệ pê trên e hiện là mười lăm phẩy hai.,current_rule,"Tỷ lệ P/E hiện là 15,2.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_012,"Tỷ lệ P/E hiện là 15,2.",Tỷ lệ pê trên e hiện là mười lăm phẩy hai.,num2words_vi,"Tỷ lệ P/E hiện là mười lăm,hai.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_012,"Tỷ lệ P/E hiện là 15,2.",Tỷ lệ pê trên e hiện là mười lăm phẩy hai.,vietnormalizer,tỷ lệ p/e hiện là mười lăm phẩy hai.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_012,"Tỷ lệ P/E hiện là 15,2.",Tỷ lệ pê trên e hiện là mười lăm phẩy hai.,soe_vinorm,Tỷ lệ Pê / E hiện là mười lăm phẩy hai .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_013,"Xác suất thành công được ước tính là 0,95.",Xác suất thành công được ước tính là không phẩy chín năm.,current_rule,"Xác suất thành công được ước tính là 0,95.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_013,"Xác suất thành công được ước tính là 0,95.",Xác suất thành công được ước tính là không phẩy chín năm.,num2words_vi,"Xác suất thành công được ước tính là không,chín mươi lăm.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_013,"Xác suất thành công được ước tính là 0,95.",Xác suất thành công được ước tính là không phẩy chín năm.,vietnormalizer,xác suất thành công được ước tính là không phẩy chín mươi lăm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_013,"Xác suất thành công được ước tính là 0,95.",Xác suất thành công được ước tính là không phẩy chín năm.,soe_vinorm,Xác suất thành công được ước tính là không phẩy chín năm .,,,cluster_unknown,formatting_only,False,
percent_ratio_014,"Điểm trung bình của bạn ấy là 3,8/4,0.",Điểm trung bình của bạn ấy là ba phẩy tám trên bốn phẩy không.,current_rule,"Điểm trung bình của bạn ấy là 3,8/4,0.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_014,"Điểm trung bình của bạn ấy là 3,8/4,0.",Điểm trung bình của bạn ấy là ba phẩy tám trên bốn phẩy không.,num2words_vi,"Điểm trung bình của bạn ấy là ba,tám/bốn,không.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_014,"Điểm trung bình của bạn ấy là 3,8/4,0.",Điểm trung bình của bạn ấy là ba phẩy tám trên bốn phẩy không.,vietnormalizer,"điểm trung bình của bạn ấy là ba,tám tháng bốn,không.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_014,"Điểm trung bình của bạn ấy là 3,8/4,0.",Điểm trung bình của bạn ấy là ba phẩy tám trên bốn phẩy không.,soe_vinorm,Điểm trung bình của bạn ấy là ba phẩy tám trên bốn phẩy không .,,,cluster_unknown,formatting_only,False,
percent_ratio_015,Tỷ lệ pha là 1:3.,Tỷ lệ pha là một trên ba.,current_rule,Tỷ lệ pha là 1:3.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_015,Tỷ lệ pha là 1:3.,Tỷ lệ pha là một trên ba.,num2words_vi,Tỷ lệ pha là một:ba.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_015,Tỷ lệ pha là 1:3.,Tỷ lệ pha là một trên ba.,vietnormalizer,tỷ lệ pha là một:ba.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
percent_ratio_015,Tỷ lệ pha là 1:3.,Tỷ lệ pha là một trên ba.,soe_vinorm,Tỷ lệ pha là một ba .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_001,Chiếc vali nặng 12kg.,Chiếc vali nặng mười hai ki lô gam.,current_rule,Chiếc vali nặng 12kg.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_001,Chiếc vali nặng 12kg.,Chiếc vali nặng mười hai ki lô gam.,num2words_vi,Chiếc vali nặng mười haikg.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_001,Chiếc vali nặng 12kg.,Chiếc vali nặng mười hai ki lô gam.,vietnormalizer,chiếc va-li nặng mười hai ki-lô-gam.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_001,Chiếc vali nặng 12kg.,Chiếc vali nặng mười hai ki lô gam.,soe_vinorm,Chiếc vali nặng mười hai ki lô gam .,,,cluster_unknown,formatting_only,False,
measure_002,"Em bé nặng 1,5 kg.",Em bé nặng một phẩy năm ki lô gam.,current_rule,"Em bé nặng 1,5 kg.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_002,"Em bé nặng 1,5 kg.",Em bé nặng một phẩy năm ki lô gam.,num2words_vi,"Em bé nặng một,năm kg.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_002,"Em bé nặng 1,5 kg.",Em bé nặng một phẩy năm ki lô gam.,vietnormalizer,em bé nặng một phẩy năm kg.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_002,"Em bé nặng 1,5 kg.",Em bé nặng một phẩy năm ki lô gam.,soe_vinorm,Em bé nặng một phẩy năm ki lô gam .,,,cluster_unknown,formatting_only,False,
measure_003,Gói bột có khối lượng 250g.,Gói bột có khối lượng hai trăm năm mươi gam.,current_rule,Gói bột có khối lượng 250g.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_003,Gói bột có khối lượng 250g.,Gói bột có khối lượng hai trăm năm mươi gam.,num2words_vi,Gói bột có khối lượng hai trăm năm mươig.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_003,Gói bột có khối lượng 250g.,Gói bột có khối lượng hai trăm năm mươi gam.,vietnormalizer,gói bột có khối lượng hai trăm năm mươi gam.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_003,Gói bột có khối lượng 250g.,Gói bột có khối lượng hai trăm năm mươi gam.,soe_vinorm,Gói bột có khối lượng hai trăm năm mươi gam .,,,cluster_unknown,formatting_only,False,
measure_004,"Bình chứa 1,25 lít nước.",Bình chứa một phẩy hai năm lít nước.,current_rule,"Bình chứa 1,25 lít nước.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_004,"Bình chứa 1,25 lít nước.",Bình chứa một phẩy hai năm lít nước.,num2words_vi,"Bình chứa một,hai mươi lăm lít nước.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_004,"Bình chứa 1,25 lít nước.",Bình chứa một phẩy hai năm lít nước.,vietnormalizer,bình chứa một phẩy hai mươi lăm lít nước.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_004,"Bình chứa 1,25 lít nước.",Bình chứa một phẩy hai năm lít nước.,soe_vinorm,Bình chứa một phẩy hai năm lít nước .,,,cluster_unknown,formatting_only,False,
measure_005,Chai này có dung tích 500ml.,Chai này có dung tích năm trăm mi li lít.,current_rule,Chai này có dung tích 500ml.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_005,Chai này có dung tích 500ml.,Chai này có dung tích năm trăm mi li lít.,num2words_vi,Chai này có dung tích năm trămml.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_005,Chai này có dung tích 500ml.,Chai này có dung tích năm trăm mi li lít.,vietnormalizer,chai này có dung tích năm trăm mi-li-lít.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_005,Chai này có dung tích 500ml.,Chai này có dung tích năm trăm mi li lít.,soe_vinorm,Chai này có dung tích năm trăm mi li lít .,,,cluster_unknown,formatting_only,False,
measure_006,Quãng đường dài 12km.,Quãng đường dài mười hai ki lô mét.,current_rule,Quãng đường dài 12km.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_006,Quãng đường dài 12km.,Quãng đường dài mười hai ki lô mét.,num2words_vi,Quãng đường dài mười haikm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_006,Quãng đường dài 12km.,Quãng đường dài mười hai ki lô mét.,vietnormalizer,quãng đường dài mười hai ki-lô-mét.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_006,Quãng đường dài 12km.,Quãng đường dài mười hai ki lô mét.,soe_vinorm,Quãng đường dài mười hai ki lô mét .,,,cluster_unknown,formatting_only,False,
measure_007,Xe chạy với tốc độ 120km/h.,Xe chạy với tốc độ một trăm hai mươi ki lô mét trên giờ.,current_rule,Xe chạy với tốc độ 120km/h.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_007,Xe chạy với tốc độ 120km/h.,Xe chạy với tốc độ một trăm hai mươi ki lô mét trên giờ.,num2words_vi,Xe chạy với tốc độ một trăm hai mươikm/h.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_007,Xe chạy với tốc độ 120km/h.,Xe chạy với tốc độ một trăm hai mươi ki lô mét trên giờ.,vietnormalizer,xe chạy với tốc độ một trăm hai mươi ki-lô-mét trên giờ.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_007,Xe chạy với tốc độ 120km/h.,Xe chạy với tốc độ một trăm hai mươi ki lô mét trên giờ.,soe_vinorm,Xe chạy với tốc độ một trăm hai mươi ki lô mét trên giờ .,,,cluster_unknown,formatting_only,False,
measure_008,"Chiều cao của cô ấy là 1,63m.",Chiều cao của cô ấy là một phẩy sáu ba mét.,current_rule,"Chiều cao của cô ấy là 1,63m.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_008,"Chiều cao của cô ấy là 1,63m.",Chiều cao của cô ấy là một phẩy sáu ba mét.,num2words_vi,"Chiều cao của cô ấy là một,sáu mươi bam.",,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_008,"Chiều cao của cô ấy là 1,63m.",Chiều cao của cô ấy là một phẩy sáu ba mét.,vietnormalizer,chiều cao của cô ấy là một phẩy sáu mươi bam.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_008,"Chiều cao của cô ấy là 1,63m.",Chiều cao của cô ấy là một phẩy sáu ba mét.,soe_vinorm,Chiều cao của cô ấy là một phẩy sáu ba mét .,,,cluster_unknown,formatting_only,False,
measure_009,Chiếc hộp rộng 15cm.,Chiếc hộp rộng mười lăm xen ti mét.,current_rule,Chiếc hộp rộng 15cm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_009,Chiếc hộp rộng 15cm.,Chiếc hộp rộng mười lăm xen ti mét.,num2words_vi,Chiếc hộp rộng mười lămcm.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_009,Chiếc hộp rộng 15cm.,Chiếc hộp rộng mười lăm xen ti mét.,vietnormalizer,chiếc hộp rộng mười lăm xăng-ti-mét.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_009,Chiếc hộp rộng 15cm.,Chiếc hộp rộng mười lăm xen ti mét.,soe_vinorm,Chiếc hộp rộng mười lăm xen ti mét .,,,cluster_unknown,formatting_only,False,
measure_010,Căn phòng rộng 32m².,Căn phòng rộng ba mươi hai mét vuông.,current_rule,Căn phòng rộng 32m².,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_010,Căn phòng rộng 32m².,Căn phòng rộng ba mươi hai mét vuông.,num2words_vi,Căn phòng rộng ba mươi haim².,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_010,Căn phòng rộng 32m².,Căn phòng rộng ba mươi hai mét vuông.,vietnormalizer,căn phòng rộng ba mươi hai mét vuông.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_010,Căn phòng rộng 32m².,Căn phòng rộng ba mươi hai mét vuông.,soe_vinorm,Căn phòng rộng ba mươi hai mét .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_011,Bể có thể tích 45m³.,Bể có thể tích bốn mươi lăm mét khối.,current_rule,Bể có thể tích 45m³.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_011,Bể có thể tích 45m³.,Bể có thể tích bốn mươi lăm mét khối.,num2words_vi,Bể có thể tích bốn mươi lămm³.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_011,Bể có thể tích 45m³.,Bể có thể tích bốn mươi lăm mét khối.,vietnormalizer,bể có thể tích bốn mươi lăm mét khối.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_011,Bể có thể tích 45m³.,Bể có thể tích bốn mươi lăm mét khối.,soe_vinorm,Bể có thể tích bốn mươi lăm mét .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_012,Nhiệt độ cơ thể là 37°C.,Nhiệt độ cơ thể là ba mươi bảy độ xê.,current_rule,Nhiệt độ cơ thể là 37°C.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_012,Nhiệt độ cơ thể là 37°C.,Nhiệt độ cơ thể là ba mươi bảy độ xê.,num2words_vi,Nhiệt độ cơ thể là ba mươi bảy°C.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_012,Nhiệt độ cơ thể là 37°C.,Nhiệt độ cơ thể là ba mươi bảy độ xê.,vietnormalizer,nhiệt độ cơ thể là ba mươi bảy độ c.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_012,Nhiệt độ cơ thể là 37°C.,Nhiệt độ cơ thể là ba mươi bảy độ xê.,soe_vinorm,Nhiệt độ cơ thể là ba mươi bảy độ xê .,,,cluster_unknown,formatting_only,False,
measure_013,Ngoài trời đang là -5°C.,Ngoài trời đang là âm năm độ xê.,current_rule,Ngoài trời đang là -5°C.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_013,Ngoài trời đang là -5°C.,Ngoài trời đang là âm năm độ xê.,num2words_vi,Ngoài trời đang là -năm°C.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_013,Ngoài trời đang là -5°C.,Ngoài trời đang là âm năm độ xê.,vietnormalizer,ngoài trời đang là -năm độ c.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_013,Ngoài trời đang là -5°C.,Ngoài trời đang là âm năm độ xê.,soe_vinorm,Ngoài trời đang là trừ năm độ xê .,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_014,Lò được đặt ở 90°F.,Lò được đặt ở chín mươi độ ép.,current_rule,Lò được đặt ở 90°F.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_014,Lò được đặt ở 90°F.,Lò được đặt ở chín mươi độ ép.,num2words_vi,Lò được đặt ở chín mươi°F.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_014,Lò được đặt ở 90°F.,Lò được đặt ở chín mươi độ ép.,vietnormalizer,lò được đặt ở chín mươi độ f.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_014,Lò được đặt ở 90°F.,Lò được đặt ở chín mươi độ ép.,soe_vinorm,Lò được đặt ở chín mươi độ ép .,,,cluster_unknown,formatting_only,False,
measure_015,Điện áp dân dụng là 220V.,Điện áp dân dụng là hai trăm hai mươi vôn.,current_rule,Điện áp dân dụng là 220V.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_015,Điện áp dân dụng là 220V.,Điện áp dân dụng là hai trăm hai mươi vôn.,num2words_vi,Điện áp dân dụng là hai trăm hai mươiV.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_015,Điện áp dân dụng là 220V.,Điện áp dân dụng là hai trăm hai mươi vôn.,vietnormalizer,điện áp dân dụng là 220v.,,,cluster_unknown,lexical_or_semantic_mismatch,True,
measure_015,Điện áp dân dụng là 220V.,Điện áp dân dụng là hai trăm hai mươi vôn.,soe_vinorm,Điện áp dân dụng là hai trăm hai mươi vôn .,,,cluster_unknown,formatting_only,False,
